Issue Date,Applied Date,Permit Type,Property Class,Permit Class,Work Class,Status Current,Total Job Valuation,Housing Units,Number Of Floors,Council District,Original Zip,Latitude,Longitude,Contractor Company Name,Fiscal Year Issued,Calendar Year Issued,Has Valuation
2020-09-21,2020-08-20,Building Permit,Residential,R- 101 Single Family Houses,New,Final,0.0,1.0,2.0,3,78741.0,30.22002786,-97.69593818,Juneberry Homes,2020,2020,No
2020-09-15,2020-09-08,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,9,78701.0,30.26910965,-97.74565884,,2020,2020,No
2020-09-02,2020-09-01,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,5,78745.0,30.21571594,-97.80576021,Bryant Electric Service,2020,2020,No
2020-09-14,2020-07-29,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,7,78660.0,30.43773165,-97.65309355,Texas Comfort Air,2020,2020,No
2020-09-01,2020-03-20,Electrical Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,0.0,0.0,1,78721.0,,,Bethea Electric,2020,2020,No
2020-09-04,2020-08-25,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,8,78736.0,30.23998669,-97.8902144,Powur Pbc,2020,2020,No
2020-09-03,2020-01-17,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.15242577,-97.7178505,,2020,2020,No
2020-09-17,2020-06-09,Building Permit,Residential,R- 101 Single Family Houses,New,Final,425000.0,1.0,1.0,4,78753.0,30.34476801,-97.69126563,David Weekley Homes (Main),2020,2020,Yes
2020-09-09,2019-10-09,Electrical Permit,Residential,R- 102 Secondary Apartment,New,Final,,1.0,1.0,4,78723.0,30.31562603,-97.69853059,Atex Electrical Services,2020,2020,No
2020-09-17,2020-09-17,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78728.0,30.46195763,-97.67759697,Victory Plumbing Company,2020,2020,No
2020-09-24,2020-09-16,Mechanical Permit,Residential,Residential,Change Out,Final,,,,10,78703.0,30.29262974,-97.76599648,"Stan'S Heating, Air, Plumbing, & Electrical",2020,2020,No
2020-08-28,2020-08-21,Mechanical Permit,Residential,Residential,Change Out,Active,,,,8,78748.0,30.14331288,-97.85118569,,2020,2020,No
2020-09-29,2020-09-24,Building Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,0.0,0.0,0.0,1,78724.0,30.29222184,-97.65192067,,2020,2020,No
2020-09-24,2020-07-09,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,2,78744.0,30.15470861,-97.71691207,"In Charge Electrical Services, Llc",2020,2020,No
2020-09-04,2020-09-02,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,7,78757.0,30.35068849,-97.74298199,,2020,2020,No
2020-09-01,2020-08-31,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78702.0,30.2694433,-97.72467711,Eskew Electric,2020,2020,No
2020-09-14,2020-06-01,Plumbing Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,4.0,2.0,2,78744.0,30.1996283,-97.73520938,Flint & Associates Llc,2020,2020,No
2020-09-08,2019-12-09,Electrical Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,,1.0,1.0,5,78747.0,,,Mauldin Electric Company,2020,2020,No
2020-09-14,2020-09-12,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,10,78703.0,30.28977255,-97.76203806,Mtz Electric,2020,2020,No
2020-09-02,2020-09-01,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,10,78759.0,30.36971353,-97.75407999,512 Electric Llc,2020,2020,No
2020-09-21,2020-02-28,Building Permit,Commercial,C- 321 Pkg Garage Bldg & Open Deck,New,Final,35000000.0,1.0,2.0,6,78717.0,,,Oht Construction Llc ***Main***,2020,2020,Yes
2020-09-02,2020-08-14,Building Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,10000.0,0.0,0.0,5,78747.0,30.126344,-97.79983585,Journeyman Construction,2020,2020,Yes
2020-09-30,2020-09-23,Building Permit,Commercial,C-1000 Commercial Remodel,Interior Demo Non-Structural,Final,0.0,1.0,1.0,10,78703.0,30.28156215,-97.77505931,Southwestern Services,2020,2020,No
2020-09-15,2020-09-14,Mechanical Permit,Commercial,Commercial,Change Out,Expired,,,,9,78701.0,,,,2020,2020,No
2020-09-09,2020-09-09,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78728.0,30.46369566,-97.68891237,Victory Plumbing Company,2020,2020,No
2020-09-03,2020-07-14,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,2,78744.0,30.14963827,-97.71697337,"In Charge Electrical Services, Llc",2020,2020,No
2020-08-27,2020-06-08,Plumbing Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,3,78702.0,30.25960747,-97.71763369,Kroeger Plumbing,2020,2020,No
2020-08-28,2020-01-17,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78653.0,30.29585184,-97.55580844,,2020,2020,No
2020-09-03,2020-07-13,Building Permit,Residential,R- 101 Single Family Houses,New,Final,221510.0,1.0,2.0,1,78724.0,30.29482917,-97.6428628,Urban Intown Homes Llc,2020,2020,Yes
2020-09-17,2019-09-13,Electrical Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,1.0,1.0,10,78703.0,30.29780875,-97.77590913,Bethea Electric,2020,2020,No
2020-09-21,2020-09-17,Plumbing Permit,Residential,Residential,Repair,Final,,0.0,0.0,3,78702.0,30.25557512,-97.73288339,Capital City Plumbing And Drain,2020,2020,No
2020-09-18,2020-08-28,Electrical Permit,Commercial,Commercial,Upgrade,Final,,1.0,1.0,10,78731.0,30.3549624,-97.76183518,"Scott Electric Company, Inc",2020,2020,No
2020-08-28,2020-08-21,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78734.0,30.39590572,-97.92695235,Dan Hernandez Electric Lp,2020,2020,No
2020-08-28,2020-08-21,Mechanical Permit,Residential,Residential,Change Out,Final,,,,10,78731.0,30.36545747,-97.76786705,,2020,2020,No
2020-09-18,2020-09-02,Plumbing Permit,Residential,R- 435 Renovations/Remodel,Repair,Final,,1.0,1.0,8,78749.0,30.19444858,-97.85801818,,2020,2020,No
2020-08-27,2020-03-12,Building Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Final,,1.0,1.0,2,78744.0,30.18836227,-97.76338178,Start To Finish Construction And Design Llc,2020,2020,No
2020-09-29,2020-07-14,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78754.0,30.37279763,-97.65468889,Landmark Electric,2020,2020,No
2020-09-03,2020-06-17,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,1,78754.0,30.33867975,-97.66462254,The Ross Group Constrcution Corp,2020,2020,No
2020-09-23,2020-07-13,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,9,78704.0,30.25142497,-97.74865448,Rand Construction Corporation,2020,2020,No
2020-09-15,2020-07-29,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78653.0,,,,2020,2020,No
2020-09-02,2020-06-30,Plumbing Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,3.0,10,78746.0,30.34715945,-97.80037855,Joe Clark Mechanical Services,2020,2020,No
2020-08-27,2020-08-25,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,6,78717.0,30.49883606,-97.76997405,Come And Plumb It,2020,2020,No
2020-09-04,2020-09-04,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78728.0,30.46436038,-97.68753522,Victory Plumbing Company,2020,2020,No
2020-09-18,2020-09-18,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Final,3124.0,1.0,1.0,10,78730.0,30.37350997,-97.84306583,Window Expo,2020,2020,Yes
2020-09-01,2020-08-28,Mechanical Permit,Residential,Residential,Change Out,Final,,,,1,78724.0,30.2810212,-97.62844517,American Residential Services (Ars),2020,2020,No
2020-09-23,2020-09-17,Plumbing Permit,Commercial,Commercial,Repair,Final,,,0.0,4,78758.0,30.36871033,-97.70372535,A.Medina Plumbing,2020,2020,No
2020-08-31,2020-08-25,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,4,78758.0,30.36374571,-97.71271924,4Leaf Plumbing,2020,2020,No
2020-08-31,2020-01-31,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,3.0,3,78702.0,30.26548638,-97.70560537,Capital One Enterprises,2020,2020,No
2020-09-28,2020-09-24,Mechanical Permit,Residential,Residential,Change Out,Final,,,,2,78745.0,30.20342612,-97.77783139,Mccullough Heating & Air,2020,2020,No
2020-09-25,2020-09-24,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78617.0,30.15563633,-97.6391385,,2020,2020,No
2020-08-27,2020-08-26,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78735.0,30.26524505,-97.86596158,Rumfield Electric Co.,2020,2020,No
2020-09-14,2018-10-10,Plumbing Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,2.0,3,78702.0,30.26441784,-97.69843894,"Fox & Hearn, Inc",2020,2020,No
2020-09-16,2020-09-15,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,2,78747.0,30.15401298,-97.75978529,,2020,2020,No
2020-09-21,2020-02-28,Building Permit,Commercial,C- 321 Pkg Garage Bldg & Open Deck,New,Final,35000000.0,1.0,1.0,6,78717.0,,,Oht Construction Llc ***Main***,2020,2020,Yes
2020-09-28,2020-09-24,Mechanical Permit,Commercial,Commercial,Change Out,Expired,,,,5,78745.0,30.2232264,-97.80405934,Ambient Control Service Company,2020,2020,No
2020-09-03,2020-05-22,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,3,78702.0,30.25431245,-97.72935014,,2020,2020,No
2020-09-23,2020-09-21,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78617.0,30.16337929,-97.63486174,"Austin Lanehart Electric Co., Inc.",2020,2020,No
2020-09-11,2019-09-17,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,2,78747.0,30.15794002,-97.74925553,Silver Electric And Solar,2020,2020,No
2020-09-11,2020-09-08,Mechanical Permit,Residential,Residential,Change Out,Final,,,,2,78744.0,30.18091108,-97.75664717,,2020,2020,No
2020-09-23,2020-09-03,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Expired,14122.0,1.0,1.0,4,78757.0,30.35618316,-97.72477318,Power Hrg,2020,2020,Yes
2020-08-28,2020-06-03,Electrical Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,,1.0,1.0,3,78702.0,30.25444034,-97.72536124,Palomino Electric,2020,2020,No
2020-09-25,2020-09-22,Mechanical Permit,Residential,Residential,Repair,Final,,0.0,0.0,2,78617.0,30.17345089,-97.63093701,Air Conductors Llc,2020,2020,No
2020-09-22,2020-09-21,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78723.0,30.3065167,-97.67733546,G & M Plumbing,2020,2020,No
2020-09-16,2020-09-15,Electrical Permit,Residential,Residential,Repair,Expired,,1.0,1.0,2,78744.0,30.20188485,-97.69358691,"In Charge Electrical Services, Llc",2020,2020,No
2020-09-04,2020-09-04,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,4,78751.0,30.31831256,-97.72054081,,2020,2020,No
2020-09-09,2020-04-02,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,2,78744.0,30.15431385,-97.71630246,,2020,2020,No
2020-09-08,2020-06-05,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,5,78748.0,30.13083477,-97.80858049,Woods Comfort Systems,2020,2020,No
2020-09-17,2020-07-31,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,7,78660.0,30.44051319,-97.66210723,,2020,2020,No
2020-09-03,2020-08-24,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,3.0,7,78758.0,,,Reliable Roofing Of Texas Inc,2020,2020,No
2020-09-22,2020-09-11,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Final,35000.0,1.0,1.0,8,78749.0,30.19709779,-97.85407498,Statewide Remodeling Of Austin *Main*,2020,2020,Yes
2020-09-21,2020-02-28,Building Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,35000000.0,1.0,1.0,6,78717.0,,,Oht Construction Llc ***Main***,2020,2020,Yes
2020-09-14,2020-09-10,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78748.0,30.16405146,-97.81788527,,2020,2020,No
2020-08-28,2020-06-29,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,1,78724.0,30.3206684,-97.65490915,Kb Home,2020,2020,No
2020-08-31,2020-06-01,Building Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Expired,0.0,1.0,1.0,2,78744.0,30.1996283,-97.73520938,"Legacy Construction Sercives, Llc",2020,2020,No
2020-09-25,2020-09-23,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78660.0,,,,2020,2020,No
2020-09-04,2019-05-13,Driveway / Sidewalks,Residential,Res. Driveway,New,Final,,,,5,78745.0,30.22023947,-97.77910937,New Vision Construction,2020,2020,No
2020-09-09,2020-05-29,Plumbing Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,1.0,0.0,8,78735.0,30.24584701,-97.83810928,Buffy'S Plumbing,2020,2020,No
2020-09-02,2019-11-25,Plumbing Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,,1.0,2.0,5,78704.0,30.25337561,-97.78313374,"Blackstone Plumbing, Llc.",2020,2020,No
2020-09-03,2020-09-01,Mechanical Permit,Residential,Residential,Change Out,Final,,,,7,78757.0,30.34338523,-97.73626533,"Stan'S Heating, Air, Plumbing, & Electrical",2020,2020,No
2020-09-01,2020-08-29,Mechanical Permit,Residential,Residential,Change Out,Final,,,,1,78721.0,30.28586358,-97.67943446,American Residential Services (Ars),2020,2020,No
2020-09-03,2020-09-03,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78660.0,30.42255448,-97.65096713,"Austin Lanehart Electric Co., Inc.",2020,2020,No
2020-09-18,2020-09-18,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78724.0,30.31750339,-97.61781352,Allen Bebee Electric,2020,2020,No
2020-08-28,2020-08-24,Mechanical Permit,Residential,Residential,Change Out,Final,,,,1,78702.0,,,Elite Heating And Air Conditioning Llc,2020,2020,No
2020-09-08,2020-09-08,Plumbing Permit,Residential,Residential,Change Out,Final,,,,8,78749.0,30.19535841,-97.8585616,,2020,2020,No
2020-09-21,2020-04-21,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,7,78757.0,30.35671296,-97.73963925,Aei Electric Llc,2020,2020,No
2020-09-29,2020-07-14,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78754.0,30.37270751,-97.65471994,Landmark Electric,2020,2020,No
2020-09-23,2019-10-31,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,7,78753.0,30.39032688,-97.68147666,Walton Electrical Services Llc,2020,2020,No
2020-09-08,2020-09-01,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,10,78731.0,30.32734773,-97.75902977,Duhon Electric,2020,2020,No
2020-09-18,2020-09-18,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,10,78703.0,30.28378887,-97.77280417,,2020,2020,No
2020-09-01,2019-09-06,Mechanical Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Final,,1.0,1.0,9,78701.0,30.28009737,-97.74253445,Dynamic Systems Inc,2020,2020,No
2020-09-11,2020-07-30,Plumbing Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Final,,1.0,1.0,2,78745.0,30.18241925,-97.78196419,Inspired Closets By Maxwell,2020,2020,No
2020-08-28,2020-08-27,Plumbing Permit,Residential,Residential,Change Out,Final,,,,5,78747.0,30.1331044,-97.78433827,,2020,2020,No
2020-09-01,2020-08-24,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,2,78747.0,30.15128385,-97.7492341,,2020,2020,No
2020-09-02,2020-09-01,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,5,78745.0,30.1964462,-97.8174281,,2020,2020,No
2020-09-04,2019-09-27,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,2,78744.0,30.20437792,-97.69645093,Lennar Homes Of Texas***Main***,2020,2020,No
2020-09-23,2020-09-18,Building Permit,Residential,R- 101 Single Family Houses,New,Final,349250.0,1.0,2.0,2,78747.0,,,"Pacesetter Homes, Llc",2020,2020,Yes
2020-09-15,2020-09-15,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Final,13124.0,1.0,1.0,6,78750.0,30.43966232,-97.79738229,Renewal By Andersen,2020,2020,Yes
2020-09-28,2020-09-15,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Expired,5000.0,1.0,1.0,5,78748.0,30.17591448,-97.84396994,Energy One Windows Of Austin,2020,2020,Yes
2020-09-10,2020-09-09,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Final,12350.0,1.0,1.0,3,78745.0,30.2056661,-97.76812711,Renewal By Andersen,2020,2020,Yes
2020-09-21,2020-01-08,Building Permit,Residential,R- 101 Single Family Houses,New,Final,253500.0,1.0,2.0,1,78721.0,30.27667211,-97.69636794,"Psw Gc, Llc",2020,2020,Yes
2020-09-03,2020-07-10,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,1.0,1,78660.0,30.40126058,-97.61540673,Christianson Plumbing,2020,2020,No
2020-09-03,2020-08-10,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,1,78653.0,30.29548156,-97.55661782,Alba Energy Llc,2020,2020,No
2020-09-16,2020-07-07,Electrical Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,1.0,0.0,8,78736.0,30.24043218,-97.90090618,Gtm Lighting And Electric Llc,2020,2020,No
2020-09-25,2019-10-14,Electrical Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,1.0,1.0,10,78732.0,30.41814038,-97.88674629,"Washburn Electric,Llc",2020,2020,No
2020-09-15,2020-08-28,Building Permit,Residential,R- 649 Demolition All Other Bldgs Res,Demolition,Expired,0.0,1.0,1.0,4,78751.0,,,Harlan Mac Construction Llc **Main**,2020,2020,No
2020-09-22,2020-04-15,Building Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,110000.0,1.0,1.0,9,78703.0,30.27634909,-97.75592178,"James Nolan Construction, Llc",2020,2020,Yes
2020-09-04,2020-09-03,Plumbing Permit,Residential,Residential,Repair,Expired,,1.0,0.0,Unknown,78729.0,30.45630907,-97.77736273,Liberty Hill Plumbing,2020,2020,No
2020-09-29,2020-07-01,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78660.0,30.40222927,-97.61478289,Landmark Electric,2020,2020,No
2020-09-17,2020-09-14,Electrical Permit,Residential,Residential,Auxiliary Power,Expired,,1.0,1.0,1,78724.0,30.29285352,-97.64007174,"Tesla Energy Operations, Inc.",2020,2020,No
2020-09-10,2020-08-24,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,9,78751.0,30.30046387,-97.71965158,,2020,2020,No
2020-09-02,2020-06-30,Mechanical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,3.0,10,78746.0,30.34715945,-97.80037855,,2020,2020,No
2020-09-29,2020-09-17,Electrical Permit,Commercial,Commercial,Repair,Final,,1.0,1.0,9,78701.0,30.26876081,-97.74119104,"In Charge Electrical Services, Llc",2020,2020,No
2020-09-18,2020-09-10,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,2,78617.0,30.15514416,-97.64620992,,2020,2020,No
2020-09-08,2020-05-28,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78660.0,30.39993148,-97.61355947,Christianson Plumbing & Air Co,2020,2020,No
2020-08-31,2020-06-02,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,1.0,1,78724.0,30.32083158,-97.65416277,"Austin Lanehart Electric Co., Inc.",2020,2020,No
2020-09-02,2020-07-31,Building Permit,Residential,R- 101 Single Family Houses,New,Final,1.0,1.0,2.0,7,78660.0,30.44105452,-97.66181924,Masonwood Homes Llc,2020,2020,Yes
2020-09-14,2020-09-11,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,6,78750.0,30.43920052,-97.78961151,,2020,2020,No
2020-09-16,2020-09-15,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,8,78735.0,30.24750491,-97.8247047,,2020,2020,No
2020-08-28,2019-12-18,Building Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,250000.0,1.0,1.0,10,78731.0,30.3594871,-97.76954818,Allegiant Contractors Llc.,2020,2020,Yes
2020-09-23,2020-05-06,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,1,78660.0,30.40035088,-97.61297334,D R Horton Homes,2020,2020,No
2020-09-11,2020-09-04,Mechanical Permit,Residential,Residential,Change Out,Final,,,,8,78746.0,30.32145142,-97.78285622,,2020,2020,No
2020-09-18,2020-04-22,Building Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,450000.0,1.0,1.0,7,78758.0,30.40246585,-97.72448229,Electric Tech Construction Inc,2020,2020,Yes
2020-09-28,2017-09-22,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Final,360.0,1.0,1.0,8,78746.0,30.32679029,-97.77970319,Forsite Studio,2020,2020,Yes
2020-09-23,2020-09-16,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,7,78727.0,30.42070858,-97.69513134,"Sa&H Western Holdings, Llc",2020,2020,No
2020-09-29,2020-09-28,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Final,800.0,1.0,1.0,10,78759.0,30.41775628,-97.76572304,Suttin Construction,2020,2020,Yes
2020-09-11,2020-06-18,Building Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,1.0,1.0,1.0,3,78704.0,30.23807992,-97.7708074,Hennessee Construction Group,2020,2020,Yes
2020-09-28,2020-09-25,Plumbing Permit,Residential,Residential,Repair,Expired,,1.0,0.0,3,78702.0,30.25392774,-97.72801409,Mr. Rooter Plumbing,2020,2020,No
2020-09-11,2020-06-25,Building Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,49000.0,1.0,0.0,8,78739.0,30.19204519,-97.89356999,"Cody Pools, Inc. **Main",2020,2020,Yes
2020-09-10,2020-07-01,Mechanical Permit,Residential,Residential,Change Out,Final,,,,7,78757.0,30.33576117,-97.73178419,Petrocelli Services Inc.,2020,2020,No
2020-09-08,2020-09-04,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78732.0,30.38886264,-97.87790851,"In Charge Electrical Services, Llc",2020,2020,No
2020-09-29,2020-06-11,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78660.0,30.40154814,-97.6140501,Christianson Plumbing & Air Co,2020,2020,No
2020-09-15,2020-07-28,Electrical Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,1.0,1.0,8,78735.0,30.25040451,-97.87970282,"Solid Base Electric, Llc",2020,2020,No
2020-09-22,2020-01-31,Building Permit,Residential,R- 438 Residential Garage/Carport Addn,New,Final,1.0,1.0,1.0,1,78702.0,30.2753296,-97.71391849,"Williams Austin, Inc.",2020,2020,Yes
2020-09-28,2019-12-12,Electrical Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,0.0,0.0,10,78703.0,30.29892809,-97.76490343,Ds Electric Service,2020,2020,No
2020-09-24,2020-05-08,Plumbing Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,1.0,0.0,3,78704.0,,,Pk Plumbing,2020,2020,No
2020-09-02,2020-03-11,Building Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,1.0,1.0,1.0,1,78721.0,30.28164009,-97.6846717,,2020,2020,Yes
2020-09-25,2020-07-02,Mechanical Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Final,,0.0,4.0,7,78758.0,30.40819461,-97.70425711,Airco Mechanical,2020,2020,No
2020-08-28,2019-11-08,Mechanical Permit,Commercial,C- 105 Five or More Family Bldgs,New,Final,,5.0,4.0,10,78731.0,30.31488178,-97.75307613,,2020,2020,No
2020-09-21,2019-12-11,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,5,78704.0,30.24750114,-97.77638302,"Monark Builders, Llc",2020,2020,No
2020-08-27,2020-08-07,Building Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,1.0,0.0,0.0,10,78731.0,30.32725428,-97.76575363,"Mark Dawson Homes, Ltd. (Dba Dawson Lupul Builders)",2020,2020,Yes
2020-09-11,2019-11-01,Driveway / Sidewalks,Residential,"Res. Driveway, Sidewalk, Curb, Gutter",New,Final,,,,3,78704.0,30.24324119,-97.76773083,Newcastle Homes,2020,2020,No
2020-09-05,2020-06-24,Driveway / Sidewalks,Residential,Res. Driveway,New,Final,,,,8,78739.0,30.17976115,-97.90071768,,2020,2020,No
2020-09-11,2020-09-04,Building Permit,Residential,R- 101 Single Family Houses,New,Final,254990.0,1.0,2.0,2,78747.0,30.13445299,-97.76348594,"Milestone Community Builders, Llc(Main)",2020,2020,Yes
2020-09-21,2020-09-16,Electrical Permit,Commercial,Sign Permit,Wall,Expired,,,,10,78759.0,30.42947874,-97.76176404,,2020,2020,No
2020-09-08,2020-08-07,Building Permit,Commercial,C-1000 Commercial Remodel,Interior Demo Non-Structural,Expired,35000.0,1.0,1.0,7,78660.0,30.42418877,-97.66974492,,2020,2020,Yes
2020-09-18,2020-09-17,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,5,78745.0,30.22118235,-97.80068939,Now Energy Llc,2020,2020,No
2020-09-30,2020-09-28,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,30.1360971,-97.76400546,,2020,2020,No
2020-09-02,2020-09-01,Plumbing Permit,Residential,Residential,Repair,Final,,0.0,0.0,3,78704.0,30.23474055,-97.76734851,Plumb Masters Llc,2020,2020,No
2020-09-29,2020-06-30,Plumbing Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,,1.0,2.0,5,78704.0,30.25983428,-97.76967559,Deleon'S Plumbing,2020,2020,No
2020-09-02,2020-09-01,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,2,78748.0,30.16982614,-97.79277371,,2020,2020,No
2020-09-21,2020-08-03,Electrical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,10,78730.0,30.35339807,-97.79694513,Neyland Electrical Services Llc,2020,2020,No
2020-09-10,2019-11-26,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78748.0,30.16382861,-97.81788157,,2020,2020,No
2020-09-15,2020-09-14,Plumbing Permit,Residential,Residential,Change Out,Final,,,,7,78727.0,,,Christianson Plumbing,2020,2020,No
2020-09-08,2020-08-25,Building Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Final,,1.0,1.0,3,78702.0,30.25340764,-97.73246656,Bartlett Cocke General Contractors (Main),2020,2020,No
